(57000)
République Dominicaine;iPhone; (515)
Singapour;iPhone; (537)
#ThingsThatPissGirlsOff;iPad HD; (824)
#ThingsThatPissGirlsOff;Terra Nova; (461)
#ThingsThatPissGirlsOff;#FamousLies; (1069)
6/3/2012;#ThingsThatPissGirlsOff; (896)
Windows 8;#itsTimeForYouToRealize; (391)
Nigéria;Windows 8; (415)
Windows 8;2/3/2012; (375)
Windows 8;1/3/2012; (723)
Håller;För; (849)
Härligt;För; (973)
Låter;För; (1266)
Suède;För; (1269)
#IfIHadThePower;#iLoveWhenYou; (856)
Uganda;#IfIHadThePower; (860)
#IfIHadThePower;8/3/2012; (314)
Invisible Children;#IfIHadThePower; (743)
#stopkony;#IfIHadThePower; (1088)
7/3/2012;#IfIHadThePower; (933)
Emma Stone;Sandra Bullock; (615)
Billy Crystal;Sandra Bullock; (434)
Octavia Spencer;Sandra Bullock; (984)
#Oscars;Sandra Bullock; (943)
Pérou;Sandra Bullock; (334)
The Artist;Sandra Bullock; (387)
27/2/2012;Sandra Bullock; (1156)
Happy Birthday Kidrauhl;Dear March; (488)
#itsTimeForYouToRealize;Dear March; (1077)
He's 18;Dear March; (732)
1/3/2012;Dear March; (1029)
Davy Jones;1/3/2012; (1142)
Jean Dujardin;Billy Crystal; (534)
Jean Dujardin;Octavia Spencer; (465)
Jean Dujardin;Meryl Streep; (609)
Jean Dujardin;#Oscars; (503)
France;Jean Dujardin; (316)
Jean Dujardin;The Artist; (488)
Jean Dujardin;#myweakness; (743)
Jean Dujardin;27/2/2012; (1099)
Scott Parker;#Its2012WhyYouStill; (894)
Nigéria;Scott Parker; (317)
Scott Parker;29/2/2012; (909)
Scott Parker;1/3/2012; (501)
#ThingsPeopleHaveToStopDoing;Van Persie; (373)
Afrique du Sud;Van Persie; (367)
Van Persie;3/3/2012; (720)
iPad HD;Terra Nova; (787)
iPad HD;#FamousLies; (1110)
iPad HD;Google Play; (415)
6/3/2012;iPad HD; (1099)
iPad HD;7/3/2012; (438)
Emma Stone;Stratfor; (423)
Billy Crystal;Stratfor; (501)
Stratfor;Meryl Streep; (340)
#Oscars;Stratfor; (327)
The Artist;Stratfor; (509)
Stratfor;28/2/2012; (416)
Stratfor;#myweakness; (750)
27/2/2012;Stratfor; (1137)
#SinceImBeingHonest;#1ThingAboutMySelf; (660)
Draw Something;#1ThingAboutMySelf; (330)
2/3/2012;#1ThingAboutMySelf; (1101)
#1ThingAboutMySelf;3/3/2012; (455)
Dr. Sheldon Cooper;#SinceImBeingHonest; (376)
2/3/2012;#SinceImBeingHonest; (730)
#SinceImBeingHonest;3/3/2012; (898)
iOS 5.1;9/3/2012; (583)
#stopkony;9/3/2012; (363)
26/2/2012;#ThingsPeopleHaveToStopDoing; (1252)
#ThingsPeopleHaveToStopDoing;The Artist; (336)
#ThingsPeopleHaveToStopDoing;27/2/2012; (403)
Happy Birthday Kidrauhl;#itsTimeForYouToRealize; (660)
Happy Birthday Kidrauhl;He's 18; (993)
Happy Birthday Kidrauhl;2/3/2012; (423)
1/3/2012;Happy Birthday Kidrauhl; (1237)
Terra Nova;#FamousLies; (927)
Terra Nova;Google Play; (443)
6/3/2012;Terra Nova; (1458)
Draw Something;#SometimesYouHaveTo; (337)
5/3/2012;#SometimesYouHaveTo; (1846)
Kony;#iLoveWhenYou; (488)
Kony;Happy International Women's Day; (404)
Kony;8/3/2012; (471)
Google Play;Kony; (393)
Pérou;Kony; (340)
#stopkony;Kony; (1312)
7/3/2012;Kony; (1091)
#Its2012WhyYouStill;Justin is 17; (564)
29/2/2012;#Its2012WhyYouStill; (1254)
#Its2012WhyYouStill;1/3/2012; (652)
Billy Crystal;Emma Stone; (881)
Octavia Spencer;Emma Stone; (871)
#Oscars;Emma Stone; (1083)
Suède;Emma Stone; (307)
Turquie;Emma Stone; (345)
The Artist;Emma Stone; (559)
Emma Stone;28/2/2012; (376)
Emma Stone;#myweakness; (370)
27/2/2012;Emma Stone; (1544)
He's 18;#itsTimeForYouToRealize; (875)
#itsTimeForYouToRealize;2/3/2012; (615)
1/3/2012;#itsTimeForYouToRealize; (1310)
Billy Crystal;Octavia Spencer; (771)
Billy Crystal;Meryl Streep; (699)
Billy Crystal;#Oscars; (1058)
The Artist;Billy Crystal; (406)
Billy Crystal;#myweakness; (854)
Billy Crystal;27/2/2012; (1602)
Härligt;Håller; (1573)
Låter;Håller; (1891)
Suède;Håller; (1993)
Inde;Dr. Sheldon Cooper; (312)
Pérou;Dr. Sheldon Cooper; (321)
2/3/2012;Dr. Sheldon Cooper; (1458)
Dr. Sheldon Cooper;3/3/2012; (561)
Låter;Härligt; (1980)
Suède;Härligt; (2044)
He's 18;2/3/2012; (564)
1/3/2012;He's 18; (1540)
#iLoveWhenYou;Happy International Women's Day; (767)
Uganda;#iLoveWhenYou; (1125)
#iLoveWhenYou;8/3/2012; (840)
Invisible Children;#iLoveWhenYou; (1266)
#iLoveWhenYou;iOS 5.1; (584)
Nigéria;#iLoveWhenYou; (305)
#stopkony;#iLoveWhenYou; (1759)
7/3/2012;#iLoveWhenYou; (1172)
Octavia Spencer;Meryl Streep; (705)
#Oscars;Octavia Spencer; (1372)
Pérou;Octavia Spencer; (409)
République Dominicaine;Octavia Spencer; (354)
The Artist;Octavia Spencer; (950)
Octavia Spencer;28/2/2012; (412)
Octavia Spencer;#myweakness; (477)
27/2/2012;Octavia Spencer; (1752)
Uganda;Happy International Women's Day; (580)
Happy International Women's Day;8/3/2012; (1897)
Invisible Children;Happy International Women's Day; (924)
iOS 5.1;Happy International Women's Day; (1561)
#stopkony;Happy International Women's Day; (1327)
#Oscars;Meryl Streep; (838)
Singapour;Meryl Streep; (329)
The Artist;Meryl Streep; (1290)
Meryl Streep;28/2/2012; (641)
Meryl Streep;#myweakness; (1543)
27/2/2012;Meryl Streep; (1594)
26/2/2012;The Artist; (316)
Uganda;8/3/2012; (544)
Google Play;Uganda; (494)
Uganda;Invisible Children; (1547)
Uganda;iOS 5.1; (601)
Canada;Uganda; (458)
États-Unis;Uganda; (372)
Singapour;Uganda; (339)
Uganda;#stopkony; (1732)
7/3/2012;Uganda; (1477)
29/2/2012;Justin is 17; (1643)
Justin is 17;1/3/2012; (725)
#WhatIMissMost;#10beautifulpeopleifollow; (591)
4/3/2012;#WhatIMissMost; (2209)
#10beautifulpeopleifollow;5/3/2012; (1014)
4/3/2012;#10beautifulpeopleifollow; (1398)
Pérou;#Oscars; (319)
The Artist;#Oscars; (736)
#Oscars;#myweakness; (621)
27/2/2012;#Oscars; (2320)
Singapour;Draw Something; (1596)
Draw Something;28/2/2012; (332)
Draw Something;#myweakness; (346)
Draw Something;5/3/2012; (391)
Draw Something;2/3/2012; (392)
Suède;Låter; (2541)
#FamousLies;Google Play; (618)
6/3/2012;#FamousLies; (1648)
#FamousLies;7/3/2012; (920)
Invisible Children;8/3/2012; (1070)
iOS 5.1;8/3/2012; (1773)
#stopkony;8/3/2012; (1614)
Google Play;Invisible Children; (428)
6/3/2012;Google Play; (502)
Google Play;#stopkony; (921)
Google Play;7/3/2012; (2082)
Invisible Children;iOS 5.1; (1063)
États-Unis;Invisible Children; (341)
Monde;Invisible Children; (314)
Singapour;Invisible Children; (322)
Philippines;Invisible Children; (304)
#stopkony;Invisible Children; (2087)
7/3/2012;Invisible Children; (1289)
#stopkony;iOS 5.1; (1305)
7/3/2012;iOS 5.1; (381)
Afrique du Sud;The Artist; (381)
Australie;#stopkony; (393)
Canada;#myweakness; (309)
États-Unis;#stopkony; (376)
Italie;The Artist; (327)
Nigéria;#stopkony; (300)
Pérou;#stopkony; (330)
The Artist;République Dominicaine; (400)
The Artist;Singapour; (344)
Singapour;#myweakness; (311)
Singapour;#stopkony; (324)
Philippines;#stopkony; (371)
The Artist;28/2/2012; (987)
The Artist;#myweakness; (1361)
The Artist;27/2/2012; (1781)
#myweakness;28/2/2012; (1424)
27/2/2012;#myweakness; (2147)
7/3/2012;#stopkony; (2966)
Colombie;Benezuela;#YoQueCulpaAsiEsLavidaDelPobre; (300)
27/2/2012;#BestDressed;Emma Stone; (327)
#TipicasMentiras;Haydee Aranda;El Tunche; (330)
Kony;Haydee Aranda;El Tunche; (330)
Pérou;Haydee Aranda;El Tunche; (329)
#stopkony;Haydee Aranda;El Tunche; (330)
Kony;#TipicasMentiras;Haydee Aranda; (330)
Pérou;#TipicasMentiras;Haydee Aranda; (329)
#stopkony;#TipicasMentiras;Haydee Aranda; (330)
Pérou;Kony;Haydee Aranda; (329)
#stopkony;Kony;Haydee Aranda; (330)
Pérou;#stopkony;Haydee Aranda; (329)
Kony;#TipicasMentiras;El Tunche; (330)
Pérou;#TipicasMentiras;El Tunche; (329)
#stopkony;#TipicasMentiras;El Tunche; (330)
Pérou;Kony;El Tunche; (329)
#stopkony;Kony;El Tunche; (330)
Pérou;#stopkony;El Tunche; (329)
Turquie;Anonymous Başbakanlığa;Ermenistan Eurovision; (301)
Philippines;Julie Anne Magalona;JuliElmo JustOneSummer; (301)
#stopkony;Julie Anne Magalona;JuliElmo JustOneSummer; (301)
Philippines;#stopkony;JuliElmo JustOneSummer; (300)
5/3/2012;#SometimesYouHaveTo;Everyone Smokes; (314)
Philippines;Invisible Children;Julie Anne Magalona; (304)
#stopkony;Invisible Children;Julie Anne Magalona; (302)
Philippines;#stopkony;Julie Anne Magalona; (348)
Colombie;#SiElOscarFueraEnColombia;Tom Cruise; (303)
Pérou;Kony;#TipicasMentiras; (329)
#stopkony;Kony;#TipicasMentiras; (333)
Pérou;#stopkony;#TipicasMentiras; (329)
4/3/2012;#WhatIMissMost;Lazy Sunday; (310)
De Gea;Ashley Young;#10beautifulpeopleifollow; (310)
27/2/2012;Octavia Spencer;Cameron Diaz; (306)
10/3/2012;Verify Beliebers;Jean Giraud; (310)
LRA;Action Kit;#IfIHadThePower; (320)
Uganda;LRA;Action Kit; (411)
#stopkony;LRA;Action Kit; (356)
7/3/2012;LRA;Action Kit; (407)
Uganda;Action Kit;#IfIHadThePower; (318)
7/3/2012;Action Kit;#IfIHadThePower; (312)
Uganda;#stopkony;Action Kit; (366)
7/3/2012;Uganda;Action Kit; (418)
7/3/2012;#stopkony;Action Kit; (364)
#10beautifulpeopleifollow;Vladimir Putin;Espanyol; (304)
#10beautifulpeopleifollow;Espanyol;5/3/2012; (336)
#iReallyHateWhen;Beliebers and Directioners;Sydney Dalton; (329)
11/3/2012;#iReallyHateWhen;Sydney Dalton; (330)
11/3/2012;Beliebers and Directioners;Sydney Dalton; (455)
4/3/2012;#WaysToGetOffThePhone;#WhatIMissMost; (338)
Nigéria;Nigerians;South Africans; (382)
4/3/2012;Justin is Bieberizing;#10beautifulpeopleifollow; (315)
11/3/2012;#iReallyHateWhen;Beliebers and Directioners; (426)
Mass Effect 3;#ThingsThatPissGirlsOff;iPad HD; (344)
Mass Effect 3;#ThingsThatPissGirlsOff;#FamousLies; (373)
Mass Effect 3;6/3/2012;#ThingsThatPissGirlsOff; (313)
Mass Effect 3;iPad HD;#FamousLies; (322)
Mass Effect 3;6/3/2012;#FamousLies; (302)
#Oscars;Emma Stone;Tina Fey; (397)
27/2/2012;Emma Stone;Tina Fey; (406)
27/2/2012;#Oscars;Tina Fey; (488)
5/3/2012;#SometimesYouHaveTo;#SongsThatWillAlwaysBump; (497)
4/3/2012;#WhatIMissMost;#10ThingsIShouldHaveSaid; (347)
Härligt;För;Varför; (333)
Låter;För;Varför; (383)
Suède;För;Varför; (382)
Härligt;Håller;Varför; (311)
Låter;Håller;Varför; (367)
Suède;Håller;Varför; (366)
Låter;Härligt;Varför; (471)
Suède;Härligt;Varför; (473)
Suède;Låter;Varför; (544)
#PalabrasQueOdio;#Mis10PeliculasFavoritaSon;4/3/2012; (341)
Låter;För;Tänkte; (307)
Suède;För;Tänkte; (307)
Härligt;Håller;Tänkte; (343)
Låter;Håller;Tänkte; (398)
Suède;Håller;Tänkte; (419)
Låter;Härligt;Tänkte; (475)
Suède;Härligt;Tänkte; (474)
Suède;Låter;Tänkte; (531)
26/2/2012;#ThingsPeopleHaveToStopDoing;R.I.P Rowan Atkinson; (355)
Peyton Manning;7/3/2012;Uganda; (364)
10/3/2012;#ghettotranslations;#ThingsNotTodoAfterAbreakup; (453)
1/3/2012;National Bieber Day;Beliebers Bday Sex; (380)
1/3/2012;Justin is OFFICIALLY 18;National Bieber Day; (325)
1/3/2012;Dear March;National Bieber Day; (332)
1/3/2012;He's 18;National Bieber Day; (330)
New iPad;Happy International Women's Day;8/3/2012; (305)
New iPad;iOS 5.1;Happy International Women's Day; (315)
Invisible Children;New iPad;8/3/2012; (409)
New iPad;iOS 5.1;8/3/2012; (438)
Invisible Children;New iPad;iOS 5.1; (475)
#stopkony;Invisible Children;New iPad; (319)
#stopkony;New iPad;iOS 5.1; (327)
27/2/2012;#AcademyAwards;Sandra Bullock; (331)
27/2/2012;Octavia Spencer;#AcademyAwards; (359)
27/2/2012;#Oscars;#AcademyAwards; (366)
Singapour;Draw Something;The Devil Inside; (570)
Ashley Young;Di Matteo;#10beautifulpeopleifollow; (301)
Ashley Young;4/3/2012;#10beautifulpeopleifollow; (385)
Turquie;Emma Stone;Gwyneth Paltrow; (336)
27/2/2012;Emma Stone;Gwyneth Paltrow; (398)
27/2/2012;#Oscars;Gwyneth Paltrow; (314)
#SometimesYouHaveTo;No One Does It Better;#middlefingerup; (406)
5/3/2012;No One Does It Better;#middlefingerup; (437)
5/3/2012;#SometimesYouHaveTo;No One Does It Better; (524)
England;Windows 8;1/3/2012; (307)
Scott Parker;#Its2012WhyYouStill;England; (471)
Nigéria;Scott Parker;England; (317)
Håller;Förstår;Känns; (312)
Låter;Förstår;Känns; (312)
Suède;Förstår;Känns; (330)
Härligt;Håller;Känns; (398)
Låter;Håller;Känns; (512)
Suède;Håller;Känns; (529)
Låter;Härligt;Känns; (422)
Suède;Härligt;Känns; (440)
Suède;Låter;Känns; (592)
Sacha Baron Cohen;Ryan Seacrest;#myweakness; (333)
27/2/2012;Sacha Baron Cohen;Ryan Seacrest; (314)
Ryan Seacrest;Meryl Streep;#myweakness; (318)
27/2/2012;#Oscars;Ryan Seacrest; (450)
Davy Jones;1/3/2012;Justin is 18; (358)
28/2/2012;#iWannaGiveAShoutoutTo;#TheThingsIHateMost; (458)
4/3/2012;Ralph McQuarrie;#WhatIMissMost; (440)
#myweakness;#IBetSomebodyOnMyTL;#OneThingYouShouldntDo; (348)
The Artist;Meryl Streep;#IBetSomebodyOnMyTL; (404)
Meryl Streep;#myweakness;#IBetSomebodyOnMyTL; (492)
27/2/2012;Meryl Streep;#IBetSomebodyOnMyTL; (366)
The Artist;#myweakness;#IBetSomebodyOnMyTL; (448)
27/2/2012;#myweakness;#IBetSomebodyOnMyTL; (441)
Ohio;Google Play;7/3/2012; (378)
Ohio;7/3/2012;#stopkony; (318)
Härligt;Håller;Förstår; (465)
Låter;Håller;Förstår; (566)
Suède;Håller;Förstår; (606)
Låter;Härligt;Förstår; (481)
Suède;Härligt;Förstår; (525)
Suède;Låter;Förstår; (632)
10/3/2012;Verify Beliebers;Boyfriend Will Be Perfect; (454)
2/3/2012;Dr. Sheldon Cooper;Happy Birthday Jon Bon Jovi; (313)
29/2/2012;#Its2012WhyYouStill;Happy Leap Day; (379)
Chris Rock;A Separation;Tom Cruise; (412)
Sandra Bullock;Chris Rock;A Separation; (378)
Octavia Spencer;Chris Rock;A Separation; (449)
#Oscars;Chris Rock;A Separation; (407)
Pérou;Chris Rock;A Separation; (333)
27/2/2012;Chris Rock;A Separation; (336)
Sandra Bullock;A Separation;Tom Cruise; (360)
Octavia Spencer;A Separation;Tom Cruise; (429)
#Oscars;A Separation;Tom Cruise; (385)
27/2/2012;A Separation;Tom Cruise; (316)
Octavia Spencer;Sandra Bullock;A Separation; (428)
#Oscars;Sandra Bullock;A Separation; (438)
Pérou;Sandra Bullock;A Separation; (314)
27/2/2012;Sandra Bullock;A Separation; (377)
#Oscars;Octavia Spencer;A Separation; (592)
Pérou;Octavia Spencer;A Separation; (339)
27/2/2012;Octavia Spencer;A Separation; (523)
27/2/2012;#Oscars;A Separation; (577)
4/3/2012;Di Matteo;#10beautifulpeopleifollow; (307)
iPhoto;Happy International Women's Day;8/3/2012; (351)
iOS 5.1;iPhoto;8/3/2012; (306)
République Dominicaine;Gracias Dios;PRD; (321)
Sandra Bullock;Chris Rock;Tom Cruise; (357)
Octavia Spencer;Chris Rock;Tom Cruise; (428)
#Oscars;Chris Rock;Tom Cruise; (395)
27/2/2012;Chris Rock;Tom Cruise; (324)
Emma Stone;Sandra Bullock;Chris Rock; (318)
Octavia Spencer;Sandra Bullock;Chris Rock; (545)
#Oscars;Sandra Bullock;Chris Rock; (501)
Pérou;Sandra Bullock;Chris Rock; (318)
27/2/2012;Sandra Bullock;Chris Rock; (469)
Octavia Spencer;Emma Stone;Chris Rock; (381)
#Oscars;Emma Stone;Chris Rock; (323)
27/2/2012;Emma Stone;Chris Rock; (376)
#Oscars;Octavia Spencer;Chris Rock; (558)
Pérou;Octavia Spencer;Chris Rock; (343)
27/2/2012;Octavia Spencer;Chris Rock; (585)
27/2/2012;#Oscars;Chris Rock; (519)
1/3/2012;Justin is OFFICIALLY 18;Beliebers Bday Sex; (392)
1/3/2012;Dear March;Beliebers Bday Sex; (372)
1/3/2012;#itsTimeForYouToRealize;Beliebers Bday Sex; (361)
1/3/2012;He's 18;Beliebers Bday Sex; (405)
République Dominicaine;Gracias Dios;Buen Dia; (472)
2/3/2012;Dr. Sheldon Cooper;Today is Friday; (347)
#myweakness;Angelina Jolie's;#OneThingYouShouldntDo; (322)
Jean Dujardin;#myweakness;Angelina Jolie's; (343)
Billy Crystal;#myweakness;Angelina Jolie's; (344)
Meryl Streep;#myweakness;Angelina Jolie's; (388)
27/2/2012;#myweakness;Angelina Jolie's; (436)
Singapour;Draw Something;Despicable Me 2; (307)
26/2/2012;#ThingsPeopleHaveToStopDoing;#10thingsIloveaboutyou; (355)
#SinceImBeingHonest;#IHateThatFeeling;3/3/2012; (454)
Davy Jones;The Monkees;1/3/2012; (466)
#10beautifulpeopleifollow;Vladimir Putin;5/3/2012; (315)
Låter;Tyvärr;Självklart; (377)
Suède;Tyvärr;Självklart; (385)
Härligt;För;Självklart; (382)
Låter;För;Självklart; (434)
Suède;För;Självklart; (433)
Härligt;Håller;Självklart; (390)
Låter;Håller;Självklart; (544)
Suède;Håller;Självklart; (543)
Låter;Härligt;Självklart; (599)
Suède;Härligt;Självklart; (598)
Suède;Låter;Självklart; (790)
26/2/2012;#ThingsPeopleHaveToStopDoing;Cardiff; (355)
4/3/2012;#WhatIMissMost;#MyHeartDropsWhen; (500)
10/3/2012;Verify Beliebers;GazettE DECADE; (491)
Singapour;Draw Something;Facebook; (309)
#iLoveWhenYou;Happy International Women's Day;My Crazy Obsession; (553)
#iLoveWhenYou;8/3/2012;My Crazy Obsession; (578)
Invisible Children;#iLoveWhenYou;My Crazy Obsession; (494)
#iLoveWhenYou;iOS 5.1;My Crazy Obsession; (385)
#stopkony;#iLoveWhenYou;My Crazy Obsession; (599)
Uganda;Happy International Women's Day;My Crazy Obsession; (325)
Happy International Women's Day;8/3/2012;My Crazy Obsession; (678)
Invisible Children;Happy International Women's Day;My Crazy Obsession; (511)
iOS 5.1;Happy International Women's Day;My Crazy Obsession; (513)
#stopkony;Happy International Women's Day;My Crazy Obsession; (641)
Uganda;8/3/2012;My Crazy Obsession; (314)
Uganda;Invisible Children;My Crazy Obsession; (330)
Uganda;iOS 5.1;My Crazy Obsession; (305)
Uganda;#stopkony;My Crazy Obsession; (318)
Invisible Children;8/3/2012;My Crazy Obsession; (539)
iOS 5.1;8/3/2012;My Crazy Obsession; (499)
#stopkony;8/3/2012;My Crazy Obsession; (670)
Invisible Children;iOS 5.1;My Crazy Obsession; (440)
#stopkony;Invisible Children;My Crazy Obsession; (559)
#stopkony;iOS 5.1;My Crazy Obsession; (452)
#ThingsThatPissGirlsOff;iPad HD;Keep Calm And Be Fearless; (349)
#ThingsThatPissGirlsOff;#FamousLies;Keep Calm And Be Fearless; (439)
6/3/2012;#ThingsThatPissGirlsOff;Keep Calm And Be Fearless; (334)
iPad HD;#FamousLies;Keep Calm And Be Fearless; (426)
6/3/2012;iPad HD;Keep Calm And Be Fearless; (375)
6/3/2012;Terra Nova;Keep Calm And Be Fearless; (349)
6/3/2012;#FamousLies;Keep Calm And Be Fearless; (465)
#Oscars;Christopher Plummer;Sandra Bullock; (321)
27/2/2012;Christopher Plummer;Sandra Bullock; (356)
Jean Dujardin;27/2/2012;Christopher Plummer; (312)
27/2/2012;Emma Stone;Christopher Plummer; (344)
Billy Crystal;#Oscars;Christopher Plummer; (457)
Billy Crystal;27/2/2012;Christopher Plummer; (597)
#Oscars;Octavia Spencer;Christopher Plummer; (394)
27/2/2012;Octavia Spencer;Christopher Plummer; (425)
27/2/2012;Christopher Plummer;Meryl Streep; (322)
27/2/2012;#Oscars;Christopher Plummer; (615)
27/2/2012;Christopher Plummer;#myweakness; (302)
Billy Crystal;Emma Stone;Sacha Baron Cohen; (303)
27/2/2012;#Oscars;Sacha Baron Cohen; (333)
The Artist;27/2/2012;Sacha Baron Cohen; (324)
27/2/2012;Sacha Baron Cohen;#myweakness; (331)
Octavia Spencer;Sandra Bullock;Tom Cruise; (402)
#Oscars;Sandra Bullock;Tom Cruise; (390)
27/2/2012;Sandra Bullock;Tom Cruise; (310)
#Oscars;Octavia Spencer;Tom Cruise; (446)
Pérou;Octavia Spencer;Tom Cruise; (355)
27/2/2012;Octavia Spencer;Tom Cruise; (358)
27/2/2012;#Oscars;Tom Cruise; (420)
Scott Parker;29/2/2012;Raspberry Pi; (342)
29/2/2012;Justin is 17;Raspberry Pi; (376)
2/3/2012;#YoTuveUnProfeQue;Dr. Sheldon Cooper; (311)
LRA;#IfIHadThePower;#iLoveWhenYou; (353)
Uganda;LRA;#IfIHadThePower; (583)
Invisible Children;LRA;#IfIHadThePower; (420)
#stopkony;LRA;#IfIHadThePower; (536)
7/3/2012;LRA;#IfIHadThePower; (515)
Uganda;LRA;#iLoveWhenYou; (472)
Invisible Children;LRA;#iLoveWhenYou; (352)
#stopkony;LRA;#iLoveWhenYou; (460)
7/3/2012;LRA;#iLoveWhenYou; (417)
Uganda;Invisible Children;LRA; (613)
Uganda;#stopkony;LRA; (777)
7/3/2012;Uganda;LRA; (808)
#stopkony;Invisible Children;LRA; (554)
7/3/2012;Invisible Children;LRA; (517)
7/3/2012;#stopkony;LRA; (683)
1/3/2012;Happy Birthday Kidrauhl;Justin is OFFICIALLY 18; (359)
1/3/2012;Justin is OFFICIALLY 18;#itsTimeForYouToRealize; (338)
1/3/2012;Justin is OFFICIALLY 18;He's 18; (374)
#ThingsPeopleHaveToStopDoing;Van Persie;RVP; (359)
Google Play;7/3/2012;#facebookdown; (377)
7/3/2012;#stopkony;#facebookdown; (504)
Justin is 17;#10CosasQueLasChicasAman;Feliz 29; (573)
Pérou;#10CosasQueLasChicasAman;Feliz 29; (319)
29/2/2012;#10CosasQueLasChicasAman;Feliz 29; (437)
29/2/2012;Justin is 17;Feliz 29; (553)
4/3/2012;#WhatIMissMost;Omegle; (620)
5/3/2012;#SometimesYouHaveTo;#middlefingerup; (879)
Härligt;Tyvärr;För; (348)
Låter;Tyvärr;För; (434)
Suède;Tyvärr;För; (432)
Härligt;Håller;Tyvärr; (520)
Låter;Håller;Tyvärr; (734)
Suède;Håller;Tyvärr; (733)
Låter;Härligt;Tyvärr; (753)
Suède;Härligt;Tyvärr; (756)
Suède;Låter;Tyvärr; (1002)
The Artist;Meryl Streep;#OneThingYouShouldntDo; (453)
Meryl Streep;#myweakness;#OneThingYouShouldntDo; (612)
27/2/2012;Meryl Streep;#OneThingYouShouldntDo; (471)
The Artist;#myweakness;#OneThingYouShouldntDo; (484)
The Artist;27/2/2012;#OneThingYouShouldntDo; (341)
27/2/2012;#myweakness;#OneThingYouShouldntDo; (705)
29/2/2012;Justin is 17;#10CosasQueLasChicasAman; (389)
Singapour;Draw Something;iPhone; (537)
#ThingsThatPissGirlsOff;iPad HD;#FamousLies; (782)
6/3/2012;#ThingsThatPissGirlsOff;iPad HD; (617)
#ThingsThatPissGirlsOff;Terra Nova;#FamousLies; (408)
6/3/2012;#ThingsThatPissGirlsOff;Terra Nova; (431)
6/3/2012;#ThingsThatPissGirlsOff;#FamousLies; (796)
Härligt;Håller;För; (706)
Låter;Håller;För; (849)
Suède;Håller;För; (846)
Låter;Härligt;För; (973)
Suède;Härligt;För; (971)
Suède;Låter;För; (1263)
Uganda;#IfIHadThePower;#iLoveWhenYou; (536)
Invisible Children;#IfIHadThePower;#iLoveWhenYou; (530)
#stopkony;#IfIHadThePower;#iLoveWhenYou; (749)
7/3/2012;#IfIHadThePower;#iLoveWhenYou; (574)
Uganda;Invisible Children;#IfIHadThePower; (632)
Uganda;#stopkony;#IfIHadThePower; (793)
7/3/2012;Uganda;#IfIHadThePower; (721)
#stopkony;Invisible Children;#IfIHadThePower; (710)
7/3/2012;Invisible Children;#IfIHadThePower; (522)
7/3/2012;#stopkony;#IfIHadThePower; (755)
Octavia Spencer;Emma Stone;Sandra Bullock; (468)
#Oscars;Emma Stone;Sandra Bullock; (470)
27/2/2012;Emma Stone;Sandra Bullock; (581)
Billy Crystal;Octavia Spencer;Sandra Bullock; (302)
Billy Crystal;#Oscars;Sandra Bullock; (356)
Billy Crystal;27/2/2012;Sandra Bullock; (434)
#Oscars;Octavia Spencer;Sandra Bullock; (692)
Pérou;Octavia Spencer;Sandra Bullock; (327)
27/2/2012;Octavia Spencer;Sandra Bullock; (863)
Pérou;#Oscars;Sandra Bullock; (306)
27/2/2012;#Oscars;Sandra Bullock; (848)
The Artist;27/2/2012;Sandra Bullock; (313)
Happy Birthday Kidrauhl;#itsTimeForYouToRealize;Dear March; (449)
Happy Birthday Kidrauhl;He's 18;Dear March; (317)
1/3/2012;Happy Birthday Kidrauhl;Dear March; (322)
He's 18;#itsTimeForYouToRealize;Dear March; (570)
1/3/2012;#itsTimeForYouToRealize;Dear March; (779)
1/3/2012;He's 18;Dear March; (599)
Jean Dujardin;Billy Crystal;#myweakness; (345)
Jean Dujardin;Billy Crystal;27/2/2012; (455)
Jean Dujardin;The Artist;Octavia Spencer; (307)
Jean Dujardin;27/2/2012;Octavia Spencer; (394)
Jean Dujardin;#Oscars;Meryl Streep; (302)
Jean Dujardin;Meryl Streep;#myweakness; (433)
Jean Dujardin;27/2/2012;Meryl Streep; (576)
Jean Dujardin;27/2/2012;#Oscars; (497)
Jean Dujardin;The Artist;27/2/2012; (405)
Jean Dujardin;27/2/2012;#myweakness; (601)
Scott Parker;29/2/2012;#Its2012WhyYouStill; (511)
Scott Parker;#Its2012WhyYouStill;1/3/2012; (383)
iPad HD;Terra Nova;#FamousLies; (469)
6/3/2012;iPad HD;Terra Nova; (661)
6/3/2012;iPad HD;#FamousLies; (845)
27/2/2012;Emma Stone;Stratfor; (405)
Billy Crystal;Stratfor;#myweakness; (304)
Billy Crystal;27/2/2012;Stratfor; (410)
27/2/2012;#Oscars;Stratfor; (321)
The Artist;27/2/2012;Stratfor; (392)
27/2/2012;Stratfor;#myweakness; (554)
2/3/2012;#SinceImBeingHonest;#1ThingAboutMySelf; (368)
Happy Birthday Kidrauhl;He's 18;#itsTimeForYouToRealize; (469)
1/3/2012;Happy Birthday Kidrauhl;#itsTimeForYouToRealize; (404)
Happy Birthday Kidrauhl;He's 18;2/3/2012; (339)
1/3/2012;Happy Birthday Kidrauhl;He's 18; (654)
6/3/2012;Terra Nova;#FamousLies; (823)
Draw Something;5/3/2012;#SometimesYouHaveTo; (336)
#stopkony;Kony;#iLoveWhenYou; (367)
Kony;Happy International Women's Day;8/3/2012; (365)
